,First Name,Last Name,Height,Flavour,Country of Origin,Favorite Icecream,Like Liquorice,Times Visited Italy,First Time London,Steps per Day
319,Patrick,Murray,180.7,Cookies and Cream,Denmark,Vanilla,1,3,0,8601
320,Kellie,Bishop,177.69,Butter Pecan,Sweden,Strawberry,0,0,0,9584
321,Nicholas,Snow,159.98,Mint Chocolate Chip,Denmark,Vanilla,1,3,0,11669
322,Terrence,Hensley,176.46,French Vanilla,Sweden,Chocolate,1,3,0,14646
323,Troy,Stephens,161.42,Cookies and Cream,Norway,Vanilla,1,0,0,4493
324,Robert,Mccoy,173.62,Cookies and Cream,Denmark,Stracciatella,1,6,0,5815
325,Judy,Barrett,168.09,French Vanilla,Sweden,Strawberry,1,3,0,8431
326,Erica,Garcia,165.9,Strawberry,Sweden,Stracciatella,0,3,0,5627
327,Gerald,Savage,175.32,Cookies and Cream,Sweden,Chocolate,1,5,0,5805
328,Pamela,Kirk,168.09,Cookies and Cream,Denmark,Vanilla,0,5,0,2121
329,Katie,Valentine,182.49,Cookies and Cream,Norway,Vanilla,1,3,0,6540
330,Melvin,Howell,172.95,Strawberry,Sweden,Strawberry,1,3,0,6548
331,Justin,Coleman,195.77,Mint Chocolate Chip,China,Chocolate,0,3,0,7411
332,Emma,Morrison,170.79,Cookies and Cream,Denmark,Strawberry,1,6,0,7439
333,Ricky,Salinas,175.43,Strawberry,Denmark,Stracciatella,1,3,0,10986
334,Adrian,Duncan,165.84,Neapolitan,Japan,Vanilla,0,3,0,2156
335,Kim,Hartman,174.85,Mint Chocolate Chip,Norway,Strawberry,0,3,0,9752
336,Dustin,Valentine,172.99,Mint Chocolate Chip,Norway,Strawberry,0,3,0,11561
337,Hector,Jimenez,169.58,Butter Pecan,Norway,Strawberry,0,3,0,6967
338,Carrie,Morrow,179.53,French Vanilla,Italy,Vanilla,1,5,0,15072
339,Brett,Owens,170.95,Cookies and Cream,Norway,Vanilla,1,0,0,10292
340,Brady,Howell,186.17,French Vanilla,Japan,Vanilla,1,3,0,14353
341,Ricky,Daniels,169.44,Butter Pecan,Sweden,Vanilla,0,5,0,7483
342,Collin,Sherman,178.4,Strawberry,Norway,Strawberry,1,6,0,10491
343,Kellie,Hanson,167.16,Cookies and Cream,Sweden,Vanilla,1,4,0,10195
344,Michele,Zimmerman,167.61,French Vanilla,Sweden,Vanilla,1,6,0,10270
345,Mike,Ortiz,167.89,Cookies and Cream,Denmark,Vanilla,0,6,0,11474
346,Dustin,Ford,149.0,Neapolitan,Sweden,Strawberry,1,4,0,4920
347,Cheryl,Tate,161.42,Cookies and Cream,Sweden,Chocolate,0,0,0,10195
348,Veronica,Palmer,188.7,Neapolitan,Denmark,Stracciatella,1,3,0,5006
349,Mathew,Howell,182.68,Mint Chocolate Chip,Norway,Strawberry,0,4,0,1944
350,Brett,Weaver,171.06,Butter Pecan,Sweden,Chocolate,1,0,0,9774
351,Kim,Moreno,169.83,French Vanilla,Norway,Vanilla,0,5,1,9515
352,Alexis,Holmes,156.91,Mint Chocolate Chip,Norway,Strawberry,0,3,0,10424
353,Jasmine,Guerrero,182.37,French Vanilla,Denmark,Chocolate,1,0,0,1766
354,Emma,Meadows,171.18,Neapolitan,Sweden,Vanilla,0,6,1,6540
355,Suzanne,Manning,165.84,Strawberry,Sweden,Vanilla,0,3,0,5795
356,Christian,May,154.38,French Vanilla,Sweden,Chocolate,1,0,0,10661
357,Wendy,Cervantes,183.64,Strawberry,Germany,Strawberry,0,5,0,10779
358,Dorothy,Wagner,156.88,Neapolitan,Japan,Strawberry,0,0,0,11587
359,Laura,Bennett,177.48,French Vanilla,Norway,Strawberry,1,5,0,7039
360,Dustin,Hanson,181.17,Neapolitan,Denmark,Vanilla,1,3,0,9774
361,Emma,Ford,170.63,Mint Chocolate Chip,Sweden,Vanilla,0,3,0,5567
362,Sheri,Kirk,163.31,Strawberry,Japan,Vanilla,0,0,0,2316
363,Suzanne,Herman,190.41,Strawberry,Italy,Chocolate,1,3,0,11485
364,Ann,Howell,153.42,Butter Pecan,Denmark,Strawberry,1,5,0,4369
365,Manuel,Olson,172.44,Butter Pecan,China,Vanilla,1,0,0,5006
366,Katie,Herman,177.84,Mint Chocolate Chip,Denmark,Stracciatella,1,6,0,7178
367,Holly,Jennings,195.77,Strawberry,Norway,Vanilla,1,6,0,10040
368,Christian,Morrow,182.1,Mint Chocolate Chip,Sweden,Chocolate,0,6,0,5276
369,Thomas,Sherman,153.68,Mint Chocolate Chip,Italy,Strawberry,0,3,0,1313
370,Kristin,Lucas,170.68,Cookies and Cream,Sweden,Strawberry,1,3,0,11474
371,Thomas,Key,151.46,Neapolitan,Sweden,Strawberry,1,3,0,8921
372,Mathew,Ibarra,190.6,Mint Chocolate Chip,Norway,Vanilla,1,3,0,4374
373,Sheri,Collier,182.92,Cookies and Cream,Norway,Vanilla,1,6,0,6997
374,Judy,Mcneil,165.83,Butter Pecan,Sweden,Vanilla,1,3,1,9535
375,Linda,Lindsey,153.58,Mint Chocolate Chip,Norway,Vanilla,1,3,0,8452
376,Dustin,Craig,165.84,Strawberry,Sweden,Vanilla,1,3,0,4032
377,Kristina,Torres,164.72,Cookies and Cream,China,Stracciatella,1,0,1,6341
378,Heidi,Curtis,180.55,Butter Pecan,China,Vanilla,1,0,0,9752
379,Patrick,Matthews,156.22,Cookies and Cream,Sweden,Strawberry,0,5,0,9990
380,Caitlin,Roman,169.91,French Vanilla,Denmark,Vanilla,0,3,0,11425
381,Gary,Woodward,178.63,Strawberry,Denmark,Strawberry,1,5,1,4374
382,Dustin,Barrett,172.95,Neapolitan,Japan,Vanilla,0,0,0,14492
383,Nicolas,Hampton,177.71,French Vanilla,Sweden,Stracciatella,0,4,0,11499
384,Mike,Parrish,182.49,Cookies and Cream,Sweden,Vanilla,1,6,0,8346
385,Margaret,Sanchez,173.27,Mint Chocolate Chip,China,Vanilla,0,0,0,5805
386,Bradley,Stephens,175.95,Neapolitan,Denmark,Strawberry,1,3,0,4816
387,Tanner,Merritt,173.98,Strawberry,Denmark,Vanilla,0,3,0,8641
388,Miguel,Barrett,168.77,Cookies and Cream,Denmark,Chocolate,0,3,0,3474
389,Kerri,Wells,175.95,Strawberry,Denmark,Vanilla,0,3,0,8431
390,Brandi,Hester,166.3,Cookies and Cream,Sweden,Vanilla,1,6,0,11263
391,Dominic,Clarke,169.91,Neapolitan,Denmark,Strawberry,0,0,0,6974
392,Nancy,Hampton,181.99,Butter Pecan,Denmark,Vanilla,1,3,0,6288
393,Gregory,Lang,172.28,Cookies and Cream,Denmark,Chocolate,1,3,0,11316
394,Juan,Hester,177.9,Mint Chocolate Chip,Norway,Vanilla,0,0,0,6218
395,Miguel,Sanchez,188.18,Butter Pecan,Denmark,Vanilla,1,3,0,4920
396,Emma,Browning,163.03,Neapolitan,Sweden,Strawberry,1,3,0,9990
397,Micheal,Morton,163.31,Cookies and Cream,Sweden,Vanilla,1,5,0,10299
398,Claire,Duncan,166.71,French Vanilla,Sweden,Strawberry,0,3,0,6270
399,Colin,Aguilar,195.23,Cookies and Cream,Japan,Vanilla,0,4,0,7738
400,Latoya,Ortiz,182.49,Butter Pecan,Denmark,Vanilla,0,0,0,8664
401,Michele,Schneider,188.18,Neapolitan,Denmark,Chocolate,0,0,0,4689
402,Felicia,Hartman,166.06,Strawberry,Sweden,Vanilla,1,4,0,12897
403,Latoya,Tapia,175.45,Mint Chocolate Chip,Sweden,Vanilla,1,6,0,6892
404,Katie,Murphy,169.91,Cookies and Cream,Norway,Strawberry,1,6,1,9879
405,Tanner,Franklin,158.81,Mint Chocolate Chip,Denmark,Strawberry,0,3,0,9990
406,Suzanne,Hale,162.57,Mint Chocolate Chip,Sweden,Strawberry,1,3,0,10764
407,Pamela,Haley,177.36,Butter Pecan,Norway,Strawberry,0,6,0,7588
408,Rebekah,Campbell,153.6,Butter Pecan,Italy,Vanilla,0,6,0,5975
409,Dana,Curtis,155.49,Pistachio,Sweden,Strawberry,0,3,0,2054
410,Bradley,Shepherd,169.27,Butter Pecan,Sweden,Strawberry,1,3,0,8573
411,Stephanie,Duncan,180.08,Butter Pecan,Norway,Strawberry,1,3,0,6974
412,Dustin,Woodward,195.08,French Vanilla,Denmark,Strawberry,1,6,0,6383
413,Jerry,Snow,178.94,Mint Chocolate Chip,Denmark,Stracciatella,0,3,0,10194
414,Matthew,Gibson,185.85,Mint Chocolate Chip,Norway,Vanilla,0,0,0,10194
415,Bob,Ryan,161.42,Cookies and Cream,Sweden,Chocolate,0,3,0,9638
416,Patricia,Webb,161.19,Cookies and Cream,Sweden,Chocolate,1,5,0,10194
417,Dustin,Holmes,148.32,Cookies and Cream,Japan,Strawberry,1,6,0,9515
418,Patricia,Lamb,164.84,Strawberry,Denmark,Strawberry,1,5,0,6029
419,Stacey,Weaver,181.99,Butter Pecan,Norway,Vanilla,0,3,0,8011
420,Suzanne,Williams,171.4,Mint Chocolate Chip,Sweden,Vanilla,1,3,0,10779
421,Felicia,Perry,175.25,Neapolitan,Norway,Vanilla,1,6,1,9387
422,Holly,Daniels,174.9,Strawberry,Sweden,Chocolate,0,3,0,4374
423,Melinda,Larson,184.1,Mint Chocolate Chip,Norway,Strawberry,0,6,0,6045
424,Patricia,Erickson,158.81,Mint Chocolate Chip,Denmark,Chocolate,1,3,0,5085
425,Kellie,Meadows,175.52,Neapolitan,Norway,Vanilla,0,3,0,10613
426,Jacqueline,Wong,150.2,Pistachio,Norway,Vanilla,1,3,0,6270
427,Ricky,Ellison,172.92,Neapolitan,Sweden,Chocolate,1,3,0,7235
428,Miguel,Short,154.05,French Vanilla,Sweden,Stracciatella,1,6,0,15502
429,Nicholas,Conley,180.03,Neapolitan,Denmark,Vanilla,0,5,0,14562
430,Eduardo,Hill,165.47,Cookies and Cream,Denmark,Strawberry,0,5,0,10089
431,Bethany,Baird,154.67,Mint Chocolate Chip,Japan,Stracciatella,1,6,0,12778
432,Dylan,Walker,160.82,French Vanilla,China,Stracciatella,1,0,0,4377
433,Sheri,Sanders,174.81,Cookies and Cream,Denmark,Strawberry,1,3,1,9959
434,Samantha,Kelley,172.44,Cookies and Cream,Sweden,Strawberry,0,6,0,1490
435,Miguel,Ortiz,176.37,Neapolitan,Sweden,Stracciatella,0,3,0,4546
436,Kristina,Woodard,173.46,Cookies and Cream,Sweden,Chocolate,0,6,0,11921
437,Alisha,Mathis,171.06,Mint Chocolate Chip,Sweden,Strawberry,1,0,0,9304
438,Brett,Quinn,167.76,Neapolitan,Norway,Chocolate,0,6,1,7102
439,Felicia,Haley,176.37,Strawberry,Denmark,Strawberry,1,3,0,4689
440,Michele,Stone,171.06,Butter Pecan,Norway,Stracciatella,0,3,0,7483
441,Karen,Shaw,184.89,Neapolitan,Sweden,Strawberry,1,3,0,6924
442,Miguel,Murphy,165.66,Strawberry,Sweden,Vanilla,1,3,0,8431
443,Christine,Aguilar,182.68,Cookies and Cream,Sweden,Strawberry,0,3,0,6029
444,Pamela,Browning,169.27,Cookies and Cream,Norway,Strawberry,1,0,0,11474
445,Kaylee,Lowe,175.43,Strawberry,Norway,Vanilla,0,6,0,8095
446,Jeremy,Valentine,157.13,Cookies and Cream,Denmark,Vanilla,0,0,0,9270
447,Alejandra,Hanson,181.92,Neapolitan,Denmark,Vanilla,0,3,0,12778
448,Erica,Young,150.2,Mint Chocolate Chip,Norway,Vanilla,1,6,0,13639
449,Terrence,Morrow,162.5,French Vanilla,Sweden,Vanilla,1,4,0,10554
450,Erica,Davidson,165.24,Strawberry,Japan,Strawberry,1,5,0,1776
451,Patrick,Serrano,182.92,Mint Chocolate Chip,Sweden,Strawberry,1,6,1,10491
452,Damon,Barrett,165.66,Neapolitan,Sweden,Vanilla,1,5,0,9120
453,Jerry,Warner,168.77,Mint Chocolate Chip,China,Vanilla,0,4,0,10341
454,Suzanne,Travis,181.24,Mint Chocolate Chip,Norway,Chocolate,1,5,0,11298
455,Sheri,Browning,168.77,French Vanilla,Sweden,Strawberry,1,3,0,9638
456,Aaron,Riley,161.56,Neapolitan,Norway,Vanilla,0,3,0,1020
457,Caitlyn,Molina,176.32,Mint Chocolate Chip,China,Strawberry,1,0,0,4493
458,Grace,Harvey,181.99,Cookies and Cream,China,Chocolate,1,6,0,8095
459,Bethany,Rollins,165.84,Cookies and Cream,Japan,Vanilla,0,4,0,1776
460,Shaun,Ortiz,179.38,Strawberry,Sweden,Chocolate,1,6,0,7993
461,Dawn,Hudson,163.03,Cookies and Cream,Sweden,Vanilla,0,0,0,10554
462,Alexander,Lang,174.97,Butter Pecan,Sweden,Strawberry,1,3,0,11316
463,Shaun,Lamb,175.52,Cookies and Cream,Italy,Vanilla,0,3,0,4119
464,Manuel,Lowe,182.92,Cookies and Cream,Italy,Vanilla,0,3,0,8719
465,Chris,Hudson,178.63,Cookies and Cream,Sweden,Strawberry,1,0,0,6062
466,Benjamin,Bowman,181.42,Mint Chocolate Chip,Sweden,Chocolate,1,0,0,5805
467,Christian,Norris,184.03,Cookies and Cream,Denmark,Vanilla,1,5,0,8143
468,Kristin,Davidson,177.36,Butter Pecan,Sweden,Strawberry,0,3,0,3541
469,Jerry,Merritt,174.67,Neapolitan,Norway,Stracciatella,0,6,0,2156
470,Lynn,Erickson,179.85,Cookies and Cream,Sweden,Vanilla,1,4,0,14172
471,Jasmine,Merritt,181.65,Mint Chocolate Chip,Sweden,Chocolate,1,6,0,7775
472,Blake,Lindsey,183.64,French Vanilla,Sweden,Vanilla,0,3,1,8431
473,Suzanne,Murphy,163.94,Butter Pecan,Norway,Strawberry,1,4,0,4032
474,Claire,Key,176.15,Mint Chocolate Chip,Japan,Vanilla,0,3,0,11561
475,Jasmine,Boyd,189.25,Strawberry,Norway,Strawberry,0,6,0,9650
476,Angela,Mcneil,166.71,Butter Pecan,Denmark,Vanilla,1,4,0,14126
477,Sarah,Harvey,178.27,Neapolitan,Japan,Chocolate,1,6,0,8796
478,Alexander,Cervantes,174.18,Neapolitan,Italy,Strawberry,0,3,0,11833
479,Shaun,Harvey,172.29,French Vanilla,Sweden,Strawberry,1,0,0,9990
480,Carol,Carlson,164.28,Cookies and Cream,Norway,Strawberry,1,5,0,6188
481,Ian,Woodard,162.47,Cookies and Cream,Denmark,Strawberry,1,5,1,3650
482,Linda,Berry,153.13,Mint Chocolate Chip,Japan,Strawberry,1,0,0,2316
483,Kathy,Mccoy,165.76,French Vanilla,Japan,Strawberry,0,0,0,7653
484,Benjamin,Day,171.82,Mint Chocolate Chip,Norway,Chocolate,1,3,0,4689
485,Belinda,Erickson,167.61,Strawberry,Norway,Vanilla,0,6,0,14974
486,Carlos,Berry,179.53,Neapolitan,China,Chocolate,1,6,0,10304
487,Emma,Levine,174.78,Butter Pecan,China,Vanilla,0,3,0,6995
488,Suzanne,Ramos,165.9,Neapolitan,Japan,Strawberry,1,0,0,10525
489,Katie,Walker,183.2,Cookies and Cream,Sweden,Strawberry,1,5,0,4369
490,Grace,Mcneil,164.48,Neapolitan,Norway,Vanilla,1,3,0,10837
491,Kristy,Ellison,159.76,Cookies and Cream,Norway,Stracciatella,0,0,0,10628
492,Jody,Berry,175.52,French Vanilla,Norway,Strawberry,1,0,0,11921
493,Sheri,Wells,187.2,Cookies and Cream,Sweden,Stracciatella,0,3,0,6301
494,Alexander,Lowe,165.66,French Vanilla,Denmark,Vanilla,0,0,0,9514
495,Robin,Clarke,173.84,Neapolitan,Norway,Vanilla,1,3,0,4680
496,Samantha,Hale,190.76,Mint Chocolate Chip,Norway,Chocolate,0,0,0,5728
497,Manuel,Santiago,175.95,French Vanilla,Norway,Vanilla,1,6,0,6924
498,Jerry,Melton,165.85,Strawberry,China,Stracciatella,0,6,0,10053
499,Glen,Fox,182.68,Strawberry,Sweden,Vanilla,0,3,0,5815
500,Laura,White,171.06,Mint Chocolate Chip,Norway,Vanilla,1,0,0,6962
501,Stephanie,Greer,171.89,Neapolitan,Denmark,Chocolate,1,3,0,15072
502,Michele,Simmons,171.46,French Vanilla,Norway,Vanilla,1,4,0,5680
503,Mark,Obrien,158.6,Mint Chocolate Chip,Japan,Vanilla,1,3,0,10698
504,Megan,White,177.36,Mint Chocolate Chip,Sweden,Strawberry,1,3,0,8837
505,Vanessa,Love,182.92,Neapolitan,Denmark,Vanilla,1,5,0,6983
506,Katie,Haley,180.43,French Vanilla,Norway,Strawberry,0,0,0,3128
507,Brenda,Best,167.87,Mint Chocolate Chip,Sweden,Chocolate,0,5,0,11617
508,Jenny,Thomas,182.1,Neapolitan,Sweden,Strawberry,0,3,0,10085
509,Laura,Reilly,161.5,Mint Chocolate Chip,Japan,Vanilla,1,3,0,11075
510,Crystal,Haley,169.91,Neapolitan,China,Chocolate,1,0,0,7595
511,Laura,Howell,174.67,Cookies and Cream,Sweden,Vanilla,1,3,0,10152
512,Kim,Larson,165.44,Cookies and Cream,Sweden,Strawberry,1,3,0,7483
513,Bonnie,George,165.84,Strawberry,Sweden,Vanilla,0,5,0,9774
514,Chad,Palmer,168.09,Butter Pecan,China,Stracciatella,0,5,0,1797
515,Terrence,Murphy,195.08,Mint Chocolate Chip,Denmark,Vanilla,1,6,0,7102
516,Grace,Craig,163.49,Strawberry,Norway,Strawberry,1,3,0,11916
517,Katie,Savage,177.95,Neapolitan,Sweden,Vanilla,0,3,0,5969
518,Belinda,Liu,150.14,Strawberry,China,Strawberry,0,3,0,10467
519,Alisha,Kirk,176.33,Neapolitan,Denmark,Vanilla,1,0,0,9584
520,Dana,Merritt,170.42,French Vanilla,Sweden,Chocolate,0,3,0,3975
521,Glen,Valentine,156.88,Neapolitan,Italy,Vanilla,0,5,0,11870
522,Jodi,Browning,188.92,Cookies and Cream,Denmark,Strawberry,0,4,0,4632
523,Dana,Key,175.32,French Vanilla,Sweden,Vanilla,0,4,0,4689
524,Benjamin,Murphy,179.56,Neapolitan,Norway,Strawberry,1,3,0,10194
525,Bryan,Hartman,167.27,French Vanilla,Denmark,Vanilla,1,0,0,6142
526,Melvin,Mccoy,187.2,Neapolitan,Denmark,Strawberry,1,6,0,10089
527,Jasmine,Levine,166.71,French Vanilla,Sweden,Stracciatella,0,6,0,4377
528,Dustin,Mack,163.31,Cookies and Cream,Sweden,Chocolate,1,5,0,6301
529,Clarence,Hudson,171.22,Butter Pecan,Denmark,Vanilla,1,3,0,4377
530,Dorothy,Ryan,176.33,Strawberry,Sweden,Strawberry,1,5,0,10424
531,Jerry,Palmer,174.33,Mint Chocolate Chip,Denmark,Chocolate,1,6,0,6995
532,Melvin,Tate,175.7,Cookies and Cream,Norway,Vanilla,0,3,0,10071
533,Michele,Tate,153.13,Mint Chocolate Chip,China,Chocolate,0,5,0,10085
534,Kristina,Mosley,137.99,Cookies and Cream,Japan,Strawberry,0,0,0,5728
535,Jeremy,Parrish,168.85,Cookies and Cream,Sweden,Stracciatella,0,3,0,10092
536,Jesse,Wolf,165.84,Butter Pecan,Sweden,Stracciatella,0,3,0,13639
537,Caitlyn,Sherman,168.09,Butter Pecan,Norway,Vanilla,1,5,0,8412
538,Ricky,Fisher,167.17,Neapolitan,Japan,Strawberry,0,3,0,11508
539,Stacey,Melton,187.29,Mint Chocolate Chip,Norway,Strawberry,0,0,0,11833
540,Peggy,George,148.32,Cookies and Cream,China,Chocolate,0,3,0,10640
541,Michael,Walsh,181.73,Cookies and Cream,Sweden,Vanilla,1,3,0,11207
542,Teresa,Quinn,174.75,French Vanilla,Sweden,Strawberry,0,0,0,4493
543,Kristin,Hartman,171.48,Butter Pecan,Sweden,Vanilla,0,5,1,1944
544,Erica,Perry,169.53,Cookies and Cream,Denmark,Stracciatella,1,0,0,5743
545,Jasmine,Wells,171.06,Strawberry,Denmark,Vanilla,1,3,0,1056
546,Greg,Thomas,167.61,Cookies and Cream,Sweden,Vanilla,1,0,0,12737
547,Ricky,Morrow,153.6,Neapolitan,Sweden,Strawberry,0,6,0,10194
548,Pamela,Murphy,165.83,French Vanilla,Sweden,Vanilla,0,6,0,8813
549,Caitlin,Fox,177.24,Mint Chocolate Chip,Norway,Vanilla,1,4,0,7628
550,Mark,Mcneil,171.55,French Vanilla,Sweden,Strawberry,1,3,0,7102
551,Alisha,Molina,154.67,Strawberry,Norway,Strawberry,1,6,0,4911
552,Shaun,Barnes,173.92,Neapolitan,Norway,Strawberry,1,3,0,6792
553,Felicia,Yates,176.57,Mint Chocolate Chip,Sweden,Stracciatella,0,3,0,10424
554,Bryan,Hester,168.98,Cookies and Cream,Norway,Strawberry,0,0,0,8921
555,Latoya,Peck,171.35,French Vanilla,Sweden,Stracciatella,0,0,0,8921
556,Nicolas,Merritt,165.44,Cookies and Cream,Sweden,Vanilla,1,0,0,3650
557,Mark,Woodard,169.27,Cookies and Cream,Norway,Strawberry,0,0,0,5969
558,Edwin,Browning,175.45,Mint Chocolate Chip,Denmark,Strawberry,1,0,0,3804
559,Latoya,Merritt,167.16,Cookies and Cream,Sweden,Vanilla,0,0,0,6128
560,Colin,Rogers,177.84,Neapolitan,Sweden,Vanilla,0,4,0,4377
561,Andrew,Perry,169.58,Cookies and Cream,Sweden,Chocolate,1,6,0,10195
562,Erica,Stewart,154.16,Mint Chocolate Chip,Sweden,Vanilla,1,3,0,10587
563,Megan,Howell,179.4,Butter Pecan,Denmark,Vanilla,0,4,0,6367
564,Kellie,Rollins,188.18,Butter Pecan,Norway,Strawberry,0,5,1,5627
565,Jacqueline,Conley,165.47,Neapolitan,Japan,Strawberry,1,3,0,5815
566,Terrence,Flores,177.95,Mint Chocolate Chip,Sweden,Stracciatella,0,0,0,9612
567,Christine,Erickson,172.68,Neapolitan,Sweden,Chocolate,1,3,0,8664
568,Bob,White,175.08,Cookies and Cream,Sweden,Strawberry,1,6,0,3063
569,Grace,Schneider,163.31,Cookies and Cream,Japan,Chocolate,1,0,0,6616
570,Megan,Baird,180.08,Cookies and Cream,Sweden,Vanilla,1,0,0,13288
571,Colin,Weaver,157.13,French Vanilla,Japan,Vanilla,1,6,0,8437
572,Christian,Fox,182.49,Neapolitan,Denmark,Vanilla,1,3,0,7102
573,Bradley,Duncan,170.45,Butter Pecan,Sweden,Vanilla,0,6,0,4119
574,Aaron,Sanchez,172.68,Mint Chocolate Chip,Norway,Strawberry,1,6,0,10525
575,Gregory,Snow,160.34,Neapolitan,Norway,Vanilla,0,3,0,12778
576,Peter,Palmer,170.97,Cookies and Cream,Sweden,Strawberry,1,0,0,8600
577,Phillip,Vasquez,182.92,French Vanilla,Sweden,Stracciatella,0,0,0,9959
578,Leah,Mccarthy,165.3,Cookies and Cream,Denmark,Chocolate,1,5,0,2316
579,Caitlin,Garcia,151.46,Mint Chocolate Chip,Denmark,Strawberry,1,3,0,10478
580,Jerry,Ellison,158.69,Neapolitan,Denmark,Vanilla,1,5,0,3920
581,Carrie,Duncan,176.33,Cookies and Cream,Norway,Vanilla,0,3,0,7476
582,Sheila,Travis,160.34,Neapolitan,Sweden,Vanilla,0,4,0,7124
583,Gary,Carpenter,169.1,French Vanilla,Japan,Chocolate,0,3,0,7595
584,Claire,Stone,174.67,French Vanilla,Sweden,Strawberry,1,0,1,8361
585,Patricia,Herman,171.89,Cookies and Cream,Norway,Stracciatella,1,0,0,4980
586,Laurie,Lamb,167.89,Mint Chocolate Chip,Sweden,Stracciatella,1,6,0,9340
587,Sheri,Berry,168.09,Neapolitan,Sweden,Chocolate,1,0,0,9347
588,Kristin,Mccoy,159.77,French Vanilla,Sweden,Vanilla,1,0,0,4680
589,Damon,Tran,180.03,Butter Pecan,Norway,Chocolate,0,5,0,6062
590,Mathew,Reilly,162.25,Butter Pecan,Sweden,Vanilla,1,3,0,11909
591,Brady,Hensley,182.11,Butter Pecan,Sweden,Strawberry,1,6,0,4406
592,Brendan,Franklin,162.38,Mint Chocolate Chip,Germany,Strawberry,1,3,0,4021
593,Miguel,Murphy,189.25,Neapolitan,Norway,Strawberry,1,0,0,10424
594,Micheal,Cervantes,177.36,Butter Pecan,Japan,Stracciatella,0,3,0,10525
595,Shirley,Mack,177.26,Neapolitan,Denmark,Strawberry,1,0,0,6851
596,Sheri,Shaw,169.96,Mint Chocolate Chip,Sweden,Vanilla,1,3,0,9417
597,Jacqueline,Thomas,186.38,Strawberry,Denmark,Vanilla,1,6,0,7932
598,Stephanie,Wolf,167.27,Neapolitan,Sweden,Chocolate,0,0,0,7498
599,Megan,Berg,168.08,Butter Pecan,Denmark,Chocolate,1,0,0,9265
600,Juan,Parrish,171.82,Neapolitan,Japan,Strawberry,1,0,0,8478
601,Jerry,Valentine,185.44,Mint Chocolate Chip,Denmark,Vanilla,0,3,0,10554
602,Pamela,Young,166.97,Mint Chocolate Chip,Germany,Stracciatella,1,6,0,6540
603,Tanya,Lamb,174.96,French Vanilla,Sweden,Chocolate,1,3,0,3063
604,Michele,Shepherd,184.67,Cookies and Cream,Denmark,Vanilla,0,0,0,5719
605,Larry,Berg,172.44,Mint Chocolate Chip,Norway,Vanilla,1,0,0,13454
606,Aaron,Murray,160.34,Neapolitan,Denmark,Vanilla,1,3,0,5975
607,Adrian,Hood,162.01,Strawberry,Japan,Strawberry,0,3,1,5372
608,Grace,Warner,146.68,Cookies and Cream,Sweden,Vanilla,1,3,0,14872
609,Karen,Garcia,170.68,Cookies and Cream,Sweden,Strawberry,0,3,0,5341
610,Thomas,Zimmerman,179.85,Mint Chocolate Chip,Sweden,Vanilla,0,3,0,2156
611,Melinda,Herman,162.17,French Vanilla,Sweden,Chocolate,0,3,0,9389
612,Caitlin,Hensley,170.57,Strawberry,Denmark,Strawberry,1,6,0,7193
613,Alexander,Berry,172.95,Strawberry,Sweden,Strawberry,1,0,0,10323
614,Angela,Berry,170.98,Mint Chocolate Chip,Japan,Vanilla,1,6,0,4000
615,Kellie,Lucas,160.31,French Vanilla,Norway,Chocolate,0,0,0,7083
616,Dominic,Gray,168.85,Cookies and Cream,Denmark,Vanilla,1,6,0,11499
617,Debbie,Schneider,178.27,Neapolitan,Sweden,Vanilla,1,3,0,3063
618,Suzanne,Gray,175.52,French Vanilla,Japan,Vanilla,1,3,0,10613
619,Samantha,Wells,172.68,French Vanilla,Italy,Strawberry,0,4,0,7993
620,Robin,Wolf,167.16,Butter Pecan,Sweden,Vanilla,1,0,0,9518
621,Cheryl,Zimmerman,177.26,Butter Pecan,Denmark,Stracciatella,0,3,1,7318
622,Brandi,Hensley,156.22,Mint Chocolate Chip,Norway,Strawberry,1,5,0,8431
623,Miguel,Ramos,173.84,Mint Chocolate Chip,Norway,Strawberry,1,6,0,6426
624,Felicia,Mills,171.82,Butter Pecan,Sweden,Vanilla,1,0,0,4680
625,Terrence,Garcia,176.77,French Vanilla,Italy,Stracciatella,1,5,0,10986
626,Jenny,Daniels,190.6,Butter Pecan,Japan,Chocolate,1,4,0,6258
627,Dawn,Ramos,167.15,Butter Pecan,Japan,Vanilla,1,0,0,10280
628,Mathew,Howell,173.46,Mint Chocolate Chip,Norway,Vanilla,1,3,0,1766
629,Debbie,Berg,173.84,Cookies and Cream,Sweden,Stracciatella,1,3,0,1797
630,Gregory,Norman,156.91,French Vanilla,Japan,Chocolate,1,6,0,6142
631,Dustin,Mills,178.24,Mint Chocolate Chip,Sweden,Chocolate,1,5,0,4377
632,Roberto,Melton,163.31,French Vanilla,Sweden,Stracciatella,1,0,0,10194
633,Cindy,Lowe,176.77,Neapolitan,Denmark,Chocolate,1,0,0,8582
634,Holly,Daniels,163.84,Cookies and Cream,Denmark,Vanilla,0,6,0,4895
635,Gerald,Erickson,190.6,French Vanilla,Denmark,Vanilla,0,3,0,4086
636,Christina,Peck,183.2,Mint Chocolate Chip,Denmark,Vanilla,1,0,0,9518
637,Kaylee,Hampton,166.88,Cookies and Cream,Italy,Vanilla,1,3,0,7102
